Account,Contract: NCES ID,Contract: Opportunity,LMS Opp ID,Contract: Contract Owner,Contract #,Subscription: Subscription #,Net Price,Quantity,Net Total,Product,Product Type,Sub Product,Course Name,Curriculum Provider,School (Account),Grade,Office Hours,CC/Teacher Collaboration Meetings,Start Date,Delivery End Date,Subscription: Created Date,Contract: Created Date
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0005452,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,11/25/2025,,11/25/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0005450,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,11/25/2025,,11/25/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0005448,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,11/25/2025,,11/25/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0005441,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,11/25/2025,,11/25/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0005439,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,11/25/2025,,11/25/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0005435,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,11/25/2025,,11/25/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004465,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,8/5/2025,,8/5/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004462,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,8/5/2025,,8/5/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004459,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,8/5/2025,,8/5/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004456,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,8/5/2025,,8/5/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004317,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,8/4/2025,,7/30/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0005567,"$1,800.00",1,"$1,800.00",Office Hours - Full Year,Office Hours,Full Year,,,,,,,1/3/2026,,12/18/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0005648,$900.00,1,$900.00,Office Hours - Semester,Office Hours,Semester,,,,,,,2/23/2026,,1/13/2026,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0005564,$900.00,1,$900.00,Office Hours - Semester,Office Hours,Semester,,,,,,,1/3/2026,,12/18/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004464,$900.00,1,$900.00,Office Hours - Semester,Office Hours,Semester,,,,,,,8/5/2025,,8/5/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004461,$900.00,1,$900.00,Office Hours - Semester,Office Hours,Semester,,,,,,,8/5/2025,,8/5/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004458,$900.00,1,$900.00,Office Hours - Semester,Office Hours,Semester,,,,,,,8/5/2025,,8/5/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004455,$900.00,1,$900.00,Office Hours - Semester,Office Hours,Semester,,,,,,,8/5/2025,,8/5/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004316,$900.00,1,$900.00,Office Hours - Semester,Office Hours,Semester,,,,,,,8/4/2025,,7/30/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0005647,"$10,490.00",6,"$62,940.00",Over 90 min 3DaysStandard Semester,Tier 1,Core Subjects - Math,Geometry (Georgia),Elevate Curriculum,Salem High School,10,1,1,1/26/2026,6/11/2026,1/13/2026,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004801,"$10,490.00",-1,"-$10,490.00",Over 90 min 3DaysStandard Semester,Tier 1,Core Subjects - Math,Geometry (Georgia),Elevate Curriculum,Salem High School,10,,,8/18/2025,12/30/2025,8/20/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004315,"$10,490.00",7,"$73,430.00",Over 90 min 3DaysStandard Semester,Tier 1,Core Subjects - Math,Geometry (Georgia),Elevate Curriculum,Salem High School,10,1,1,8/13/2025,12/30/2025,7/30/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004037,$50.00,18,$900.00,Student Office Hours,Student Office Hours,,,,,,,,8/4/2025,,7/8/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004034,$50.00,18,$900.00,Student Office Hours,Student Office Hours,,,,,,,,8/4/2025,,7/8/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004031,$50.00,18,$900.00,Student Office Hours,Student Office Hours,,,,,,,,8/4/2025,,7/8/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004028,$50.00,18,$900.00,Student Office Hours,Student Office Hours,,,,,,,,8/4/2025,,7/8/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004025,$50.00,36,"$1,800.00",Student Office Hours,Student Office Hours,,,,,,,,8/4/2025,,7/8/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004022,$50.00,36,"$1,800.00",Student Office Hours,Student Office Hours,,,,,,,,8/4/2025,,7/8/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004019,$50.00,36,"$1,800.00",Student Office Hours,Student Office Hours,,,,,,,,8/4/2025,,7/8/2025,3/24/2025
Rockdale County Public Schools,1304410,Rockdale County Public Schools_Tier 1_Renewal_FY26,17592317685394,Jenn Russart,415,SUB-0004016,$50.00,18,$900.00,Student Office Hours,Student Office Hours,,,,,,,,8/4/2025,,7/8/2025,3/24/2025
